Unnamed: 0,text,labels,tokens,corrected_tokens
95,kwa kusikitisha filamu hiyo inashindwa,negative,"['kwa', 'kusikitisha', 'filamu', 'hiyo', 'inashindwa']","['kwa', 'kusikitisha', 'filamu', 'hiyo', 'inashindwa']"
96,sinema haina upendeleo wa kuona mchezo wa kuigiza usemi wa hisia na maadhimisho ya uzalendo ambao unasisitiza hadithi hiyo,negative,"['sinema', 'haina', 'upendeleo', 'wa', 'kuona', 'mchezo', 'wa', 'kuigiza', 'usemi', 'wa', 'hisia', 'na', 'maadhimisho', 'ya', 'uzalendo', 'ambao', 'unasisitiza', 'hadithi', 'hiyo']","['sinema', 'haina', 'upendeleo', 'wa', 'kuona', 'mchezo', 'wa', 'kuigiza', 'usemi', 'wa', 'hisia', 'na', 'maadhimisho', 'ya', 'uzalendo', 'ambao', 'unasisitiza', 'hadithi', 'hiyo']"
97,hakuna mwigizaji ambaye ametumika vibaya zaidi kwamba juni allison kwenye sinema hii,negative,"['hakuna', 'mwigizaji', 'ambaye', 'ametumika', 'vibaya', 'zaidi', 'kwamba', 'juni', 'allison', 'kwenye', 'sinema', 'hii']","['hakuna', 'mwigizaji', 'ambaye', 'ametumika', 'vibaya', 'zaidi', 'kwamba', 'juni', 'allison', 'kwenye', 'sinema', 'hii']"
98,kwa bahati mbaya hii ni sinema mbaya ambayo ni mbaya kabisa,negative,"['kwa', 'bahati', 'mbaya', 'hii', 'ni', 'sinema', 'mbaya', 'ambayo', 'ni', 'mbaya', 'kabisa']","['kwa', 'bahati', 'mbaya', 'hii', 'ni', 'sinema', 'mbaya', 'ambayo', 'ni', 'mbaya', 'kabisa']"
99,lakini sinema hii sio ya kuchekesha ukizingatia ujinga wake,negative,"['lakini', 'sinema', 'hii', 'sio', 'ya', 'kuchekesha', 'ukizingatia', 'ujinga', 'wake']","['lakini', 'sinema', 'hii', 'sio', 'ya', 'kuchekesha', 'ukizingatia', 'ujinga', 'wake']"
100,nilitoka ndani nikisikia hasira,negative,"['nilitoka', 'ndani', 'nikisikia', 'hasira']","['nilitoka', 'ndani', 'nikisikia', 'hasira']"
101,sina uhakika alikuwa anajaribu kufanya nini na filamu hii,negative,"['sina', 'uhakika', 'alikuwa', 'anajaribu', 'kufanya', 'nini', 'na', 'filamu', 'hii']","['sina', 'uhakika', 'alikuwa', 'anajaribu', 'kufanya', 'nini', 'na', 'filamu', 'hii']"
102,ikiwa ilikuwa kugeuza hisia zangu za siku njema kuwa usiku wa kumbukumbu zinazosumbua kuliko nadhani alifanikiwa,negative,"['ikiwa', 'ilikuwa', 'kugeuza', 'hisia', 'zangu', 'za', 'siku', 'njema', 'kuwa', 'usiku', 'wa', 'kumbukumbu', 'zinazosumbua', 'kuliko', 'nadhani', 'alifanikiwa']","['ikiwa', 'ilikuwa', 'kugeuza', 'hisia', 'zangu', 'za', 'siku', 'njema', 'kuwa', 'usiku', 'wa', 'kumbukumbu', 'zinazosumbua', 'kuliko', 'nadhani', 'alifanikiwa']"
103,ililazimishwa kama kila kitu kwenye sinema hii,negative,"['ililazimishwa', 'kama', 'kila', 'kitu', 'kwenye', 'sinema', 'hii']","['ililazimishwa', 'kama', 'kila', 'kitu', 'kwenye', 'sinema', 'hii']"
104,nilipoiona kwenye ukumbi wa michezo nilidhani nitakuwa mgonjwa,negative,"['nilipoiona', 'kwenye', 'ukumbi', 'wa', 'michezo', 'nilidhani', 'nitakuwa', 'mgonjwa']","['nilipoiona', 'kwenye', 'ukumbi', 'wa', 'michezo', 'nilidhani', 'nitakuwa', 'mgonjwa']"
105,ukadiriaji 1 kati ya 10,negative,"['ukadiriaji', 'kati', 'ya']","['ukadiriaji', 'kati', 'ya']"
106,kwa kweli nilitapika nikitazama filamu hii,negative,"['kwa', 'kweli', 'nilitapika', 'nikitazama', 'filamu', 'hii']","['kwa', 'kweli', 'nilitapika', 'nikitazama', 'filamu', 'hii']"
107,natafsiri sinema kwa ajili ya kuishi na hii ni sinema ya kwanza katika uzoefu wangu wa miaka 5 wa kufanya kazi ambao nimepata kukosoa akili yangu,negative,"['natafsiri', 'sinema', 'kwa', 'ajili', 'ya', 'kuishi', 'na', 'hii', 'ni', 'sinema', 'ya', 'kwanza', 'katika', 'uzoefu', 'wangu', 'wa', 'miaka', 'wa', 'kufanya', 'kazi', 'ambao', 'nimepata', 'kukosoa', 'akili', 'yangu']","['natafsiri', 'sinema', 'kwa', 'ajili', 'ya', 'kuishi', 'na', 'hii', 'ni', 'sinema', 'ya', 'kwanza', 'katika', 'uzoefu', 'wangu', 'wa', 'miaka', 'wa', 'kufanya', 'kazi', 'ambao', 'nimepata', 'kukosoa', 'akili', 'yangu']"
108,kwa wale wanaopata sinema hii kuwa ya akili au hata ya ustadi naweza kusema tu ni akili yako na fikira zako waziwazi ulizoea kujaribu na kufanya hisia za jaribio hili la kusikitisha ni kwa asili yetu ya kibinadamu kujaribu na kufanya hisia za mambo,negative,"['kwa', 'wale', 'wanaopata', 'sinema', 'hii', 'kuwa', 'ya', 'akili', 'au', 'hata', 'ya', 'ustadi', 'naweza', 'kusema', 'tu', 'ni', 'akili', 'yako', 'na', 'fikira', 'zako', 'waziwazi', 'ulizoea', 'kujaribu', 'na', 'kufanya', 'hisia', 'za', 'jaribio', 'hili', 'la', 'kusikitisha', 'ni', 'kwa', 'asili', 'yetu', 'ya', 'kibinadamu', 'kujaribu', 'na', 'kufanya', 'hisia', 'za', 'mambo']","['kwa', 'wale', 'wanaopata', 'sinema', 'hii', 'kuwa', 'ya', 'akili', 'au', 'hata', 'ya', 'ustadi', 'naweza', 'kusema', 'tu', 'ni', 'akili', 'yako', 'na', 'fikira', 'zako', 'waziwazi', 'ulizoea', 'kujaribu', 'na', 'kufanya', 'hisia', 'za', 'jaribio', 'hili', 'la', 'kusikitisha', 'ni', 'kwa', 'asili', 'yetu', 'ya', 'kibinadamu', 'kujaribu', 'na', 'kufanya', 'hisia', 'za', 'mambo']"
109,lakini wakati mtu anajitahidi kwa ukuu na ushairi lakini akiwasilisha hadithi ya matope na mara nyingi ni ujinga kundi la visa tofauti mazungumzo ya udanganyifu halafu unapata aina mbaya zaidi ya sinema ambayo mhakiki wengine alielezea kwa usahihi kama dharau ujanja,negative,"['lakini', 'wakati', 'mtu', 'anajitahidi', 'kwa', 'ukuu', 'na', 'ushairi', 'lakini', 'akiwasilisha', 'hadithi', 'ya', 'matope', 'na', 'mara', 'nyingi', 'ni', 'ujinga', 'kundi', 'la', 'visa', 'tofauti', 'mazungumzo', 'ya', 'udanganyifu', 'halafu', 'unapata', 'aina', 'mbaya', 'zaidi', 'ya', 'sinema', 'ambayo', 'mhakiki', 'wengine', 'alielezea', 'kwa', 'usahihi', 'kama', 'dharau', 'ujanja']","['lakini', 'wakati', 'mtu', 'anajitahidi', 'kwa', 'ukuu', 'na', 'ushairi', 'lakini', 'akiwasilisha', 'hadithi', 'ya', 'matope', 'na', 'mara', 'nyingi', 'ni', 'ujinga', 'kundi', 'la', 'visa', 'tofauti', 'mazungumzo', 'ya', 'udanganyifu', 'halafu', 'unapata', 'aina', 'mbaya', 'zaidi', 'ya', 'sinema', 'ambayo', 'mhakiki', 'wengine', 'alielezea', 'kwa', 'usahihi', 'kama', 'dharau', 'ujanja']"
110,jambo moja zaidi naweza kuvumilia usahihi wa kisiasa vizuri mimi ni wote kwa uhuru wa kisanii na kusimamishwa kwa kutokuamini lakini tabia ya kike ya slavic ilikuwa tu sana,negative,"['jambo', 'moja', 'zaidi', 'naweza', 'kuvumilia', 'usahihi', 'wa', 'kisiasa', 'vizuri', 'mimi', 'ni', 'wote', 'kwa', 'uhuru', 'wa', 'kisanii', 'na', 'kusimamishwa', 'kwa', 'kutokuamini', 'lakini', 'tabia', 'ya', 'kike', 'ya', 'slavic', 'ilikuwa', 'tu', 'sana']","['jambo', 'moja', 'zaidi', 'naweza', 'kuvumilia', 'usahihi', 'wa', 'kisiasa', 'vizuri', 'mimi', 'ni', 'wote', 'kwa', 'uhuru', 'wa', 'kisanii', 'na', 'kusimamishwa', 'kwa', 'kutokuamini', 'lakini', 'tabia', 'ya', 'kike', 'ya', 'slavic', 'ilikuwa', 'tu', 'sana']"
111,mipangilio ya malta ni kavu na tasa kama mazungumzo,negative,"['mipangilio', 'ya', 'malta', 'ni', 'kavu', 'na', 'tasa', 'kama', 'mazungumzo']","['mipangilio', 'ya', 'malta', 'ni', 'kavu', 'na', 'tasa', 'kama', 'mazungumzo']"
112,sinema hii ni mbaya,negative,"['sinema', 'hii', 'ni', 'mbaya']","['sinema', 'hii', 'ni', 'mbaya']"
113,kwa wale ambao hawajaiona usipoteze wakati wako,negative,"['kwa', 'wale', 'ambao', 'hawajaiona', 'usipoteze', 'wakati', 'wako']","['kwa', 'wale', 'ambao', 'hawajaiona', 'usipoteze', 'wakati', 'wako']"
114,kuiita sinema hii mchezo wa kuigiza ni ujinga,negative,"['kuiita', 'sinema', 'hii', 'mchezo', 'wa', 'kuigiza', 'ni', 'ujinga']","['kuiita', 'sinema', 'hii', 'mchezo', 'wa', 'kuigiza', 'ni', 'ujinga']"
115,nilianza kutizama hii lakini sikuamini mhusika yeyote,negative,"['nilianza', 'kutizama', 'hii', 'lakini', 'sikuamini', 'mhusika', 'yeyote']","['nilianza', 'kutizama', 'hii', 'lakini', 'sikuamini', 'mhusika', 'yeyote']"
116,hasa uhusiano kati ya msaidizi wa mkate na kijakazi haukufanya kazi kwangu kabisa,negative,"['hasa', 'uhusiano', 'kati', 'ya', 'msaidizi', 'wa', 'mkate', 'na', 'kijakazi', 'haukufanya', 'kazi', 'kwangu', 'kabisa']","['hasa', 'uhusiano', 'kati', 'ya', 'msaidizi', 'wa', 'mkate', 'na', 'kijakazi', 'haukufanya', 'kazi', 'kwangu', 'kabisa']"
117,nimefurahi sikulipa kuiona,negative,"['nimefurahi', 'sikulipa', 'kuiona']","['nimefurahi', 'sikulipa', 'kuiona']"
118,sikucheka au hata kutabasamu mara moja,negative,"['sikucheka', 'au', 'hata', 'kutabasamu', 'mara', 'moja']","['sikucheka', 'au', 'hata', 'kutabasamu', 'mara', 'moja']"
119,kila kitu kuhusu sinema hii ni kijinga,negative,"['kila', 'kitu', 'kuhusu', 'sinema', 'hii', 'ni', 'kijinga']","['kila', 'kitu', 'kuhusu', 'sinema', 'hii', 'ni', 'kijinga']"
120,hata kama unapenda sinema mbaya usitazame sinema hii,negative,"['hata', 'kama', 'unapenda', 'sinema', 'mbaya', 'usitazame', 'sinema', 'hii']","['hata', 'kama', 'unapenda', 'sinema', 'mbaya', 'usitazame', 'sinema', 'hii']"
121,ni aibu,negative,"['ni', 'aibu']","['ni', 'aibu']"
122,wahusika mpya hawakuwa wa kukumbukwa kabisa na nilijikuta nikisahau ni nani,negative,"['wahusika', 'mpya', 'hawakuwa', 'wa', 'kukumbukwa', 'kabisa', 'na', 'nilijikuta', 'nikisahau', 'ni', 'nani']","['wahusika', 'mpya', 'hawakuwa', 'wa', 'kukumbukwa', 'kabisa', 'na', 'nilijikuta', 'nikisahau', 'ni', 'nani']"
123,nilihisi kana kwamba kwenda kwake ireland hakukufanya chochote,negative,"['nilihisi', 'kana', 'kwamba', 'kwenda', 'kwake', 'ireland', 'hakukufanya', 'chochote']","['nilihisi', 'kana', 'kwamba', 'kwenda', 'kwake', 'ireland', 'hakukufanya', 'chochote']"
124,haikuniogopeshawala kunishtua au kunifanya niwe na huruma kwa wahusika ilikuwa ya kukasirisha tu,negative,"['haikuniogopeshawala', 'kunishtua', 'au', 'kunifanya', 'niwe', 'na', 'huruma', 'kwa', 'wahusika', 'ilikuwa', 'ya', 'kukasirisha', 'tu']","['haikuniogopeshawala', 'kunishtua', 'au', 'kunifanya', 'niwe', 'na', 'huruma', 'kwa', 'wahusika', 'ilikuwa', 'ya', 'kukasirisha', 'tu']"
125,kulikuwa na majaribio machache ya huruma kuwapa wahusika kina kirefu lakini haikufanya kazi kabisa katika mpango wote uliobaki,negative,"['kulikuwa', 'na', 'majaribio', 'machache', 'ya', 'huruma', 'kuwapa', 'wahusika', 'kina', 'kirefu', 'lakini', 'haikufanya', 'kazi', 'kabisa', 'katika', 'mpango', 'wote', 'uliobaki']","['kulikuwa', 'na', 'majaribio', 'machache', 'ya', 'huruma', 'kuwapa', 'wahusika', 'kina', 'kirefu', 'lakini', 'haikufanya', 'kazi', 'kabisa', 'katika', 'mpango', 'wote', 'uliobaki']"
126,ikiwa utaiona labda unapaswa kuiacha kwenye rafu,negative,"['ikiwa', 'utaiona', 'labda', 'unapaswa', 'kuiacha', 'kwenye', 'rafu']","['ikiwa', 'utaiona', 'labda', 'unapaswa', 'kuiacha', 'kwenye', 'rafu']"
127,lucy bell ni juu sana kuliko ujinga huu na kwa yeye kuzama kwa hali ya chini hii ni ya kufadhaisha,negative,"['lucy', 'bell', 'ni', 'juu', 'sana', 'kuliko', 'ujinga', 'huu', 'na', 'kwa', 'yeye', 'kuzama', 'kwa', 'hali', 'ya', 'chini', 'hii', 'ni', 'ya', 'kufadhaisha']","['lucy', 'bell', 'ni', 'juu', 'sana', 'kuliko', 'ujinga', 'huu', 'na', 'kwa', 'yeye', 'kuzama', 'kwa', 'hali', 'ya', 'chini', 'hii', 'ni', 'ya', 'kufadhaisha']"
128,karibu nyimbo zote kwenye cover girl ni za zamani na sio za kufurahisha,negative,"['karibu', 'nyimbo', 'zote', 'kwenye', 'cover', 'girl', 'ni', 'za', 'zamani', 'na', 'sio', 'za', 'kufurahisha']","['karibu', 'nyimbo', 'zote', 'kwenye', 'cover', 'girl', 'ni', 'za', 'zamani', 'na', 'sio', 'za', 'kufurahisha']"
129,jambo la kuchukiza juu ya msichana wa jalada ni njia ambayo rita hayworth amewekwa juu ya msingi,negative,"['jambo', 'la', 'kuchukiza', 'juu', 'ya', 'msichana', 'wa', 'jalada', 'ni', 'njia', 'ambayo', 'rita', 'hayworth', 'amewekwa', 'juu', 'ya', 'msingi']","['jambo', 'la', 'kuchukiza', 'juu', 'ya', 'msichana', 'wa', 'jalada', 'ni', 'njia', 'ambayo', 'rita', 'hayworth', 'amewekwa', 'juu', 'ya', 'msingi']"
130,kwa bahati mbaya cover girl ni kielelezo cha jinsi hollywood ilivyokuwa ikiwatumia wanawake kwa faida ya kifedha,negative,"['kwa', 'bahati', 'mbaya', 'cover', 'girl', 'ni', 'kielelezo', 'cha', 'jinsi', 'hollywood', 'ilivyokuwa', 'ikiwatumia', 'wanawake', 'kwa', 'faida', 'ya', 'kifedha']","['kwa', 'bahati', 'mbaya', 'cover', 'girl', 'ni', 'kielelezo', 'cha', 'jinsi', 'hollywood', 'ilivyokuwa', 'ikiwatumia', 'wanawake', 'kwa', 'faida', 'ya', 'kifedha']"
131,mbaya zaidi kuliko ticker,negative,"['mbaya', 'zaidi', 'kuliko', 'ticker']","['mbaya', 'zaidi', 'kuliko', 'ticker']"
132,sinema hiyo ilikuwa mbaya,negative,"['sinema', 'hiyo', 'ilikuwa', 'mbaya']","['sinema', 'hiyo', 'ilikuwa', 'mbaya']"
133,sikuweza kuzichukua kwa uzito,negative,"['sikuweza', 'kuzichukua', 'kwa', 'uzito']","['sikuweza', 'kuzichukua', 'kwa', 'uzito']"
134,nilipenda majengo 3 ama 4 tu yaliyotumiwa labda maeneo kadhaa duni hummh,negative,"['nilipenda', 'majengo', 'ama', 'tu', 'yaliyotumiwa', 'labda', 'maeneo', 'kadhaa', 'duni', 'hummh']","['nilipenda', 'majengo', 'ama', 'tu', 'yaliyotumiwa', 'labda', 'maeneo', 'kadhaa', 'duni', 'hummh']"
135,natamani ningeweza kuingiza maadili hasi admins,negative,"['natamani', 'ningeweza', 'kuingiza', 'maadili', 'hasi', 'admins']","['natamani', 'ningeweza', 'kuingiza', 'maadili', 'hasi', 'admins']"
136,seti ni mbaya sana haingeonekana kuwa nje ya mahali kwenye sehemu ya thunderbirds,negative,"['seti', 'ni', 'mbaya', 'sana', 'haingeonekana', 'kuwa', 'nje', 'ya', 'mahali', 'kwenye', 'sehemu', 'ya', 'thunderbirds']","['seti', 'ni', 'mbaya', 'sana', 'haingeonekana', 'kuwa', 'nje', 'ya', 'mahali', 'kwenye', 'sehemu', 'ya', 'thunderbirds']"
137,matumizi ya mwendopolepole hujirudia yenyewe kwenye sinema lakini imeungwa mkono na kaimu mbaya na mbaya ni neno fadhili hapa hakuna mwendelezo picha ambazo zimetupwa bila sababu yoyote magari ambayo yalionekana kama yalitengenezwa kutoka kwa sanduku la corn flakes na mtindo wa kuelekeza uliopakana na ujinga,negative,"['matumizi', 'ya', 'mwendopolepole', 'hujirudia', 'yenyewe', 'kwenye', 'sinema', 'lakini', 'imeungwa', 'mkono', 'na', 'kaimu', 'mbaya', 'na', 'mbaya', 'ni', 'neno', 'fadhili', 'hapa', 'hakuna', 'mwendelezo', 'picha', 'ambazo', 'zimetupwa', 'bila', 'sababu', 'yoyote', 'magari', 'ambayo', 'yalionekana', 'kama', 'yalitengenezwa', 'kutoka', 'kwa', 'sanduku', 'la', 'corn', 'flakes', 'na', 'mtindo', 'wa', 'kuelekeza', 'uliopakana', 'na', 'ujinga']","['matumizi', 'ya', 'mwendopolepole', 'hujirudia', 'yenyewe', 'kwenye', 'sinema', 'lakini', 'imeungwa', 'mkono', 'na', 'kaimu', 'mbaya', 'na', 'mbaya', 'ni', 'neno', 'fadhili', 'hapa', 'hakuna', 'mwendelezo', 'picha', 'ambazo', 'zimetupwa', 'bila', 'sababu', 'yoyote', 'magari', 'ambayo', 'yalionekana', 'kama', 'yalitengenezwa', 'kutoka', 'kwa', 'sanduku', 'la', 'corn', 'flakes', 'na', 'mtindo', 'wa', 'kuelekeza', 'uliopakana', 'na', 'ujinga']"
138,ah ndio na hadithi ilikuwa ya kusikitisha pia,negative,"['ah', 'ndio', 'na', 'hadithi', 'ilikuwa', 'ya', 'kusikitisha', 'pia']","['ah', 'ndio', 'na', 'hadithi', 'ilikuwa', 'ya', 'kusikitisha', 'pia']"
139,ninachukia kuandika hakiki mbaya juu ya filamu haswa zile ambazo napenda sana nyota lakini filamu hii ni mbaya siamini kwa sekunde moja kuwa mtu yeyote angeweza kujivunia,negative,"['ninachukia', 'kuandika', 'hakiki', 'mbaya', 'juu', 'ya', 'filamu', 'haswa', 'zile', 'ambazo', 'napenda', 'sana', 'nyota', 'lakini', 'filamu', 'hii', 'ni', 'mbaya', 'siamini', 'kwa', 'sekunde', 'moja', 'kuwa', 'mtu', 'yeyote', 'angeweza', 'kujivunia']","['ninachukia', 'kuandika', 'hakiki', 'mbaya', 'juu', 'ya', 'filamu', 'haswa', 'zile', 'ambazo', 'napenda', 'sana', 'nyota', 'lakini', 'filamu', 'hii', 'ni', 'mbaya', 'siamini', 'kwa', 'sekunde', 'moja', 'kuwa', 'mtu', 'yeyote', 'angeweza', 'kujivunia']"
140,mimi si mtengenezaji wa filamu wala sio mkurugenzi lakini ningekificha kichwa changu kwenye mchanga ikiwa ningetumia kiasi chochote cha pesa na wakati kwenye sinema hii,negative,"['mimi', 'si', 'mtengenezaji', 'wa', 'filamu', 'wala', 'sio', 'mkurugenzi', 'lakini', 'ningekificha', 'kichwa', 'changu', 'kwenye', 'mchanga', 'ikiwa', 'ningetumia', 'kiasi', 'chochote', 'cha', 'pesa', 'na', 'wakati', 'kwenye', 'sinema', 'hii']","['mimi', 'si', 'mtengenezaji', 'wa', 'filamu', 'wala', 'sio', 'mkurugenzi', 'lakini', 'ningekificha', 'kichwa', 'changu', 'kwenye', 'mchanga', 'ikiwa', 'ningetumia', 'kiasi', 'chochote', 'cha', 'pesa', 'na', 'wakati', 'kwenye', 'sinema', 'hii']"
141,kwa kifupi hii ilikuwa upotezaji wa muda na nguvu na singependekeza mtu yeyote kuona filamu hii,negative,"['kwa', 'kifupi', 'hii', 'ilikuwa', 'upotezaji', 'wa', 'muda', 'na', 'nguvu', 'na', 'singependekeza', 'mtu', 'yeyote', 'kuona', 'filamu', 'hii']","['kwa', 'kifupi', 'hii', 'ilikuwa', 'upotezaji', 'wa', 'muda', 'na', 'nguvu', 'na', 'singependekeza', 'mtu', 'yeyote', 'kuona', 'filamu', 'hii']"
142,ilikuja bure na kicheza dvd nilichonunua lakini bado nilibadilisha kitu hicho kwa sababu nilikuwa na aibu kwa howell,negative,"['ilikuja', 'bure', 'na', 'kicheza', 'dvd', 'nilichonunua', 'lakini', 'bado', 'nilibadilisha', 'kitu', 'hicho', 'kwa', 'sababu', 'nilikuwa', 'na', 'aibu', 'kwa', 'howell']","['ilikuja', 'bure', 'na', 'kicheza', 'dvd', 'nilichonunua', 'lakini', 'bado', 'nilibadilisha', 'kitu', 'hicho', 'kwa', 'sababu', 'nilikuwa', 'na', 'aibu', 'kwa', 'howell']"
143,110 na kwa sababu tu hakuna mpangilio wa 010,negative,"['na', 'kwa', 'sababu', 'tu', 'hakuna', 'mpangilio', 'wa']","['na', 'kwa', 'sababu', 'tu', 'hakuna', 'mpangilio', 'wa']"
144,lo filamu mbaya namna gani,negative,"['lo', 'filamu', 'mbaya', 'namna', 'gani']","['lo', 'filamu', 'mbaya', 'namna', 'gani']"
145,sio ya kutisha angalau na haieleweka wazi,negative,"['sio', 'ya', 'kutisha', 'angalau', 'na', 'haieleweka', 'wazi']","['sio', 'ya', 'kutisha', 'angalau', 'na', 'haieleweka', 'wazi']"
146,haifai hata kwa thamani ya kambi,negative,"['haifai', 'hata', 'kwa', 'thamani', 'ya', 'kambi']","['haifai', 'hata', 'kwa', 'thamani', 'ya', 'kambi']"
147,sikutarajia vifaa vya oscar lakini hii,negative,"['sikutarajia', 'vifaa', 'vya', 'oscar', 'lakini', 'hii']","['sikutarajia', 'vifaa', 'vya', 'oscar', 'lakini', 'hii']"
148,filamu hii na mimi hutumia neno hilo kwa upole ni tusi kwa umma unaokwenda sinema,negative,"['filamu', 'hii', 'na', 'mimi', 'hutumia', 'neno', 'hilo', 'kwa', 'upole', 'ni', 'tusi', 'kwa', 'umma', 'unaokwenda', 'sinema']","['filamu', 'hii', 'na', 'mimi', 'hutumia', 'neno', 'hilo', 'kwa', 'upole', 'ni', 'tusi', 'kwa', 'umma', 'unaokwenda', 'sinema']"
149,ikiwa tu mtu anayehusika nayo angelijua jinsi ya kujumuisha simulizi,negative,"['ikiwa', 'tu', 'mtu', 'anayehusika', 'nayo', 'angelijua', 'jinsi', 'ya', 'kujumuisha', 'simulizi']","['ikiwa', 'tu', 'mtu', 'anayehusika', 'nayo', 'angelijua', 'jinsi', 'ya', 'kujumuisha', 'simulizi']"
150,hii inapata 1 kati ya 10 kwa sababu tu hakuna kitu cha chini,negative,"['hii', 'inapata', 'kati', 'ya', 'kwa', 'sababu', 'tu', 'hakuna', 'kitu', 'cha', 'chini']","['hii', 'inapata', 'kati', 'ya', 'kwa', 'sababu', 'tu', 'hakuna', 'kitu', 'cha', 'chini']"
151,hii ni moja ambayo sikuwa nayo lakini niliitazama hivi majuzi kwenye channel ya sinema ya fox na nilisikitishwa sana,negative,"['hii', 'ni', 'moja', 'ambayo', 'sikuwa', 'nayo', 'lakini', 'niliitazama', 'hivi', 'majuzi', 'kwenye', 'channel', 'ya', 'sinema', 'ya', 'fox', 'na', 'nilisikitishwa', 'sana']","['hii', 'ni', 'moja', 'ambayo', 'sikuwa', 'nayo', 'lakini', 'niliitazama', 'hivi', 'majuzi', 'kwenye', 'channel', 'ya', 'sinema', 'ya', 'fox', 'na', 'nilisikitishwa', 'sana']"
152,victor mclaglen alikuwa mbaya hata na brian donlevy alikuwa haeleweki,negative,"['victor', 'mclaglen', 'alikuwa', 'mbaya', 'hata', 'na', 'brian', 'donlevy', 'alikuwa', 'haeleweki']","['victor', 'mclaglen', 'alikuwa', 'mbaya', 'hata', 'na', 'brian', 'donlevy', 'alikuwa', 'haeleweki']"
153,kitu kibaya zaidi kuliko uigizaji wa taylor ilikuwa kuimba kwa stanwyck,negative,"['kitu', 'kibaya', 'zaidi', 'kuliko', 'uigizaji', 'wa', 'taylor', 'ilikuwa', 'kuimba', 'kwa', 'stanwyck']","['kitu', 'kibaya', 'zaidi', 'kuliko', 'uigizaji', 'wa', 'taylor', 'ilikuwa', 'kuimba', 'kwa', 'stanwyck']"
154,hata squibs anaonekana mbaya,negative,"['hata', 'squibs', 'anaonekana', 'mbaya']","['hata', 'squibs', 'anaonekana', 'mbaya']"
155,mazungumzo yanaundwa na vitu ambavyo havielewi vizuri,negative,"['mazungumzo', 'yanaundwa', 'na', 'vitu', 'ambavyo', 'havielewi', 'vizuri']","['mazungumzo', 'yanaundwa', 'na', 'vitu', 'ambavyo', 'havielewi', 'vizuri']"
156,kwa kweli kaimu ni blah,negative,"['kwa', 'kweli', 'kaimu', 'ni', 'blah']","['kwa', 'kweli', 'kaimu', 'ni', 'blah']"
157,na mwishowe baada ya yote hayo tunafikia tamati ambayo ingekuwa nzuri ikiwa ingeshughulikiwa na watu wenye uwezo na sio jerry falwell,negative,"['na', 'mwishowe', 'baada', 'ya', 'yote', 'hayo', 'tunafikia', 'tamati', 'ambayo', 'ingekuwa', 'nzuri', 'ikiwa', 'ingeshughulikiwa', 'na', 'watu', 'wenye', 'uwezo', 'na', 'sio', 'jerry', 'falwell']","['na', 'mwishowe', 'baada', 'ya', 'yote', 'hayo', 'tunafikia', 'tamati', 'ambayo', 'ingekuwa', 'nzuri', 'ikiwa', 'ingeshughulikiwa', 'na', 'watu', 'wenye', 'uwezo', 'na', 'sio', 'jerry', 'falwell']"
158,ni aina tu ya pap ambayo inapetiwa alasiri ili kuwaadhibu wasio na kazi kwa kukosa kazi,negative,"['ni', 'aina', 'tu', 'ya', 'pap', 'ambayo', 'inapetiwa', 'alasiri', 'ili', 'kuwaadhibu', 'wasio', 'na', 'kazi', 'kwa', 'kukosa', 'kazi']","['ni', 'aina', 'tu', 'ya', 'pap', 'ambayo', 'inapetiwa', 'alasiri', 'ili', 'kuwaadhibu', 'wasio', 'na', 'kazi', 'kwa', 'kukosa', 'kazi']"
159,karibu kama dakika kumi kwenye filamu hii nilianza kuwa na mawazo ya pili,negative,"['karibu', 'kama', 'dakika', 'kumi', 'kwenye', 'filamu', 'hii', 'nilianza', 'kuwa', 'na', 'mawazo', 'ya', 'pili']","['karibu', 'kama', 'dakika', 'kumi', 'kwenye', 'filamu', 'hii', 'nilianza', 'kuwa', 'na', 'mawazo', 'ya', 'pili']"
160,karibu nusu ya njia ya filamu hii nilianza kuichukia,negative,"['karibu', 'nusu', 'ya', 'njia', 'ya', 'filamu', 'hii', 'nilianza', 'kuichukia']","['karibu', 'nusu', 'ya', 'njia', 'ya', 'filamu', 'hii', 'nilianza', 'kuichukia']"
161,kufikia wakati filamu ilipoisha sikuichukia tu niliidharau pia,negative,"['kufikia', 'wakati', 'filamu', 'ilipoisha', 'sikuichukia', 'tu', 'niliidharau', 'pia']","['kufikia', 'wakati', 'filamu', 'ilipoisha', 'sikuichukia', 'tu', 'niliidharau', 'pia']"
162,ukadiriaji 010 daraja z kumbuka maonyesho ni mbaya kwamba hata mama wa mwigizaji akatoa binti yake kati ya show,negative,"['ukadiriaji', 'daraja', 'z', 'kumbuka', 'maonyesho', 'ni', 'mbaya', 'kwamba', 'hata', 'mama', 'wa', 'mwigizaji', 'akatoa', 'binti', 'yake', 'kati', 'ya', 'show']","['ukadiriaji', 'daraja', 'z', 'kumbuka', 'maonyesho', 'ni', 'mbaya', 'kwamba', 'hata', 'mama', 'wa', 'mwigizaji', 'akatoa', 'binti', 'yake', 'kati', 'ya', 'show']"
